,soil_type,Seedling Stage,MOI,temp,humidity,result
564,Black Soil,Fruit/Grain/Bulb Formation,65,39,38.0,1
565,Black Soil,Fruit/Grain/Bulb Formation,66,40,35.0,1
566,Black Soil,Fruit/Grain/Bulb Formation,67,41,32.0,1
567,Black Soil,Fruit/Grain/Bulb Formation,68,42,29.0,1
568,Black Soil,Fruit/Grain/Bulb Formation,69,43,26.0,1
580,Black Soil,Fruit/Grain/Bulb Formation,81,33,56.0,0
581,Black Soil,Fruit/Grain/Bulb Formation,82,34,53.0,0
582,Black Soil,Fruit/Grain/Bulb Formation,83,35,50.0,0
583,Black Soil,Fruit/Grain/Bulb Formation,84,36,47.0,0
584,Black Soil,Fruit/Grain/Bulb Formation,85,37,44.0,0
585,Black Soil,Fruit/Grain/Bulb Formation,86,38,41.0,0
586,Black Soil,Fruit/Grain/Bulb Formation,87,39,38.0,0
587,Black Soil,Fruit/Grain/Bulb Formation,88,40,35.0,0
588,Black Soil,Fruit/Grain/Bulb Formation,89,41,32.0,0
589,Black Soil,Fruit/Grain/Bulb Formation,90,42,29.0,0
590,Black Soil,Fruit/Grain/Bulb Formation,91,43,26.0,0
591,Black Soil,Fruit/Grain/Bulb Formation,92,44,23.0,0
592,Black Soil,Fruit/Grain/Bulb Formation,93,45,20.0,0
593,Black Soil,Fruit/Grain/Bulb Formation,94,46,17.0,0
594,Black Soil,Fruit/Grain/Bulb Formation,95,25,80.0,0
595,Black Soil,Fruit/Grain/Bulb Formation,96,26,77.0,0
596,Black Soil,Fruit/Grain/Bulb Formation,97,27,74.0,0
597,Black Soil,Fruit/Grain/Bulb Formation,98,28,71.0,0
598,Black Soil,Fruit/Grain/Bulb Formation,99,29,68.0,0
599,Black Soil,Fruit/Grain/Bulb Formation,100,30,65.0,0
600,Black Soil,Maturation,1,31,62.0,1
601,Black Soil,Maturation,2,32,59.0,1
602,Black Soil,Maturation,3,33,56.0,1
603,Black Soil,Maturation,4,34,53.0,1
604,Black Soil,Maturation,5,35,50.0,1
605,Black Soil,Maturation,6,36,47.0,1
606,Black Soil,Maturation,7,37,44.0,1
607,Black Soil,Maturation,8,38,41.0,1
608,Black Soil,Maturation,9,39,38.0,1
609,Black Soil,Maturation,10,40,35.0,1
610,Black Soil,Maturation,11,41,32.0,1
611,Black Soil,Maturation,12,42,29.0,1
612,Black Soil,Maturation,13,43,26.0,1
613,Black Soil,Maturation,14,44,23.0,1
614,Black Soil,Maturation,15,45,20.0,1
615,Black Soil,Maturation,16,46,17.0,1
616,Black Soil,Maturation,17,25,80.0,1
617,Black Soil,Maturation,18,26,77.0,1
618,Black Soil,Maturation,19,27,74.0,1
619,Black Soil,Maturation,20,28,71.0,1
620,Black Soil,Maturation,21,29,68.0,1
621,Black Soil,Maturation,22,30,65.0,1
622,Black Soil,Maturation,23,31,62.0,1
623,Black Soil,Maturation,24,32,59.0,1
624,Black Soil,Maturation,25,33,56.0,1
625,Black Soil,Maturation,26,34,53.0,1
626,Black Soil,Maturation,27,35,50.0,1
627,Black Soil,Maturation,28,36,47.0,1
628,Black Soil,Maturation,29,37,44.0,1
629,Black Soil,Maturation,30,38,41.0,1
630,Black Soil,Maturation,31,39,38.0,1
631,Black Soil,Maturation,32,40,35.0,1
632,Black Soil,Maturation,33,41,32.0,1
633,Black Soil,Maturation,34,42,29.0,1
634,Black Soil,Maturation,35,43,26.0,1
635,Black Soil,Maturation,36,44,23.0,1
636,Black Soil,Maturation,37,45,20.0,1
637,Black Soil,Maturation,38,46,17.0,1
638,Black Soil,Maturation,39,25,80.0,1
639,Black Soil,Maturation,40,26,77.0,1
640,Black Soil,Maturation,41,27,74.0,1
641,Black Soil,Maturation,42,28,71.0,1
642,Black Soil,Maturation,43,29,68.0,1
643,Black Soil,Maturation,44,30,65.0,1
644,Black Soil,Maturation,45,31,62.0,1
645,Black Soil,Maturation,46,32,59.0,1
646,Black Soil,Maturation,47,33,56.0,1
647,Black Soil,Maturation,48,34,53.0,1
648,Black Soil,Maturation,49,35,50.0,1
649,Black Soil,Maturation,50,36,47.0,1
650,Black Soil,Maturation,51,37,44.0,1
651,Black Soil,Maturation,52,38,41.0,1
652,Black Soil,Maturation,53,39,38.0,1
653,Black Soil,Maturation,54,40,35.0,1
654,Black Soil,Maturation,55,41,32.0,1
655,Black Soil,Maturation,56,42,29.0,1
656,Black Soil,Maturation,57,43,26.0,1
657,Black Soil,Maturation,58,44,23.0,1
658,Black Soil,Maturation,59,45,20.0,1
659,Black Soil,Maturation,60,46,17.0,1
660,Black Soil,Maturation,61,25,80.0,1
661,Black Soil,Maturation,62,26,77.0,1
662,Black Soil,Maturation,63,27,74.0,1
663,Black Soil,Maturation,64,28,71.0,1
664,Black Soil,Maturation,65,29,68.0,1
665,Black Soil,Maturation,66,30,65.0,1
666,Black Soil,Maturation,67,31,62.0,1
667,Black Soil,Maturation,68,32,59.0,1
668,Black Soil,Maturation,69,33,56.0,1
680,Black Soil,Maturation,81,45,20.0,0
681,Black Soil,Maturation,82,46,17.0,0
682,Black Soil,Maturation,83,25,80.0,0
683,Black Soil,Maturation,84,26,77.0,0
684,Black Soil,Maturation,85,27,74.0,0
685,Black Soil,Maturation,86,28,71.0,0
686,Black Soil,Maturation,87,29,68.0,0
687,Black Soil,Maturation,88,30,65.0,0
688,Black Soil,Maturation,89,31,62.0,0
689,Black Soil,Maturation,90,32,59.0,0
690,Black Soil,Maturation,91,33,56.0,0
691,Black Soil,Maturation,92,34,53.0,0
692,Black Soil,Maturation,93,35,50.0,0
693,Black Soil,Maturation,94,36,47.0,0
694,Black Soil,Maturation,95,37,44.0,0
695,Black Soil,Maturation,96,38,41.0,0
696,Black Soil,Maturation,97,39,38.0,0
697,Black Soil,Maturation,98,40,35.0,0
698,Black Soil,Maturation,99,41,32.0,0
699,Black Soil,Maturation,100,42,29.0,0
700,Black Soil,Harvest,1,43,26.0,1
701,Black Soil,Harvest,2,44,23.0,1
702,Black Soil,Harvest,3,45,20.0,1
703,Black Soil,Harvest,4,46,17.0,1
704,Black Soil,Harvest,5,25,80.0,1
705,Black Soil,Harvest,6,26,77.0,1
706,Black Soil,Harvest,7,27,74.0,1
707,Black Soil,Harvest,8,28,71.0,1
708,Black Soil,Harvest,9,29,68.0,1
709,Black Soil,Harvest,10,30,65.0,1
710,Black Soil,Harvest,11,31,62.0,1
711,Black Soil,Harvest,12,32,59.0,1
712,Black Soil,Harvest,13,33,56.0,1
713,Black Soil,Harvest,14,34,53.0,1
714,Black Soil,Harvest,15,35,50.0,1
715,Black Soil,Harvest,16,36,47.0,1
716,Black Soil,Harvest,17,37,44.0,1
717,Black Soil,Harvest,18,38,41.0,1
718,Black Soil,Harvest,19,39,38.0,1
719,Black Soil,Harvest,20,40,35.0,1
720,Black Soil,Harvest,21,41,32.0,1
721,Black Soil,Harvest,22,42,29.0,1
722,Black Soil,Harvest,23,43,26.0,1
723,Black Soil,Harvest,24,44,23.0,1
724,Black Soil,Harvest,25,45,20.0,1
725,Black Soil,Harvest,26,46,17.0,1
726,Black Soil,Harvest,27,25,80.0,1
727,Black Soil,Harvest,28,26,77.0,1
728,Black Soil,Harvest,29,27,74.0,1
729,Black Soil,Harvest,30,28,71.0,1
730,Black Soil,Harvest,31,29,68.0,1
731,Black Soil,Harvest,32,30,65.0,1
732,Black Soil,Harvest,33,31,62.0,1
733,Black Soil,Harvest,34,32,59.0,1
734,Black Soil,Harvest,35,33,56.0,1
735,Black Soil,Harvest,36,34,53.0,1
736,Black Soil,Harvest,37,35,50.0,1
737,Black Soil,Harvest,38,36,47.0,1
738,Black Soil,Harvest,39,37,44.0,1
739,Black Soil,Harvest,40,38,41.0,1
740,Black Soil,Harvest,41,39,38.0,1
741,Black Soil,Harvest,42,40,35.0,1
742,Black Soil,Harvest,43,41,32.0,1
743,Black Soil,Harvest,44,42,29.0,1
744,Black Soil,Harvest,45,43,26.0,1
745,Black Soil,Harvest,46,44,23.0,1
746,Black Soil,Harvest,47,45,20.0,1
747,Black Soil,Harvest,48,46,17.0,1
748,Black Soil,Harvest,49,25,80.0,1
749,Black Soil,Harvest,50,26,77.0,1
750,Black Soil,Harvest,51,27,74.0,1
751,Black Soil,Harvest,52,28,71.0,1
752,Black Soil,Harvest,53,29,68.0,1
753,Black Soil,Harvest,54,30,65.0,1
754,Black Soil,Harvest,55,31,62.0,1
755,Black Soil,Harvest,56,32,59.0,1
756,Black Soil,Harvest,57,33,56.0,1
757,Black Soil,Harvest,58,34,53.0,1
758,Black Soil,Harvest,59,35,50.0,1
770,Black Soil,Harvest,71,25,80.0,0
771,Black Soil,Harvest,72,26,77.0,0
772,Black Soil,Harvest,73,27,74.0,0
773,Black Soil,Harvest,74,28,71.0,0
774,Black Soil,Harvest,75,29,68.0,0
775,Black Soil,Harvest,76,30,65.0,0
776,Black Soil,Harvest,77,31,62.0,0
777,Black Soil,Harvest,78,32,59.0,0
778,Black Soil,Harvest,79,33,56.0,0
779,Black Soil,Harvest,80,34,53.0,0
780,Black Soil,Harvest,81,35,50.0,0
781,Black Soil,Harvest,82,36,47.0,0
782,Black Soil,Harvest,83,37,44.0,0
783,Black Soil,Harvest,84,38,41.0,0
784,Black Soil,Harvest,85,39,38.0,0
785,Black Soil,Harvest,86,40,35.0,0
786,Black Soil,Harvest,87,41,32.0,0
787,Black Soil,Harvest,88,42,29.0,0
788,Black Soil,Harvest,89,43,26.0,0
789,Black Soil,Harvest,90,44,23.0,0
790,Black Soil,Harvest,91,45,20.0,0
791,Black Soil,Harvest,92,46,17.0,0
792,Black Soil,Harvest,93,25,80.0,0
793,Black Soil,Harvest,94,26,77.0,0
794,Black Soil,Harvest,95,27,74.0,0
795,Black Soil,Harvest,96,28,71.0,0
796,Black Soil,Harvest,97,29,68.0,0
797,Black Soil,Harvest,98,30,65.0,0
798,Black Soil,Harvest,99,31,62.0,0
799,Black Soil,Harvest,100,32,59.0,0
800,Alluvial Soil,Germination,1,33,56.0,1
801,Alluvial Soil,Germination,2,34,53.0,1
802,Alluvial Soil,Germination,3,35,50.0,1
803,Alluvial Soil,Germination,4,36,47.0,1
804,Alluvial Soil,Germination,5,37,44.0,1
805,Alluvial Soil,Germination,6,38,41.0,1
806,Alluvial Soil,Germination,7,39,38.0,1
807,Alluvial Soil,Germination,8,40,35.0,1
808,Alluvial Soil,Germination,9,41,32.0,1
809,Alluvial Soil,Germination,10,42,29.0,1
810,Alluvial Soil,Germination,11,43,26.0,1
811,Alluvial Soil,Germination,12,44,23.0,1
812,Alluvial Soil,Germination,13,45,20.0,1
813,Alluvial Soil,Germination,14,46,17.0,1
814,Alluvial Soil,Germination,15,25,80.0,1
815,Alluvial Soil,Germination,16,26,77.0,1
816,Alluvial Soil,Germination,17,27,74.0,1
817,Alluvial Soil,Germination,18,28,71.0,1
818,Alluvial Soil,Germination,19,29,68.0,1
819,Alluvial Soil,Germination,20,30,65.0,1
820,Alluvial Soil,Germination,21,31,62.0,1
821,Alluvial Soil,Germination,22,32,59.0,1
822,Alluvial Soil,Germination,23,33,56.0,1
823,Alluvial Soil,Germination,24,34,53.0,1
824,Alluvial Soil,Germination,25,35,50.0,1
825,Alluvial Soil,Germination,26,36,47.0,1
826,Alluvial Soil,Germination,27,37,44.0,1
827,Alluvial Soil,Germination,28,38,41.0,1
828,Alluvial Soil,Germination,29,39,38.0,1
829,Alluvial Soil,Germination,30,40,35.0,1
840,Alluvial Soil,Germination,41,29,68.0,0
841,Alluvial Soil,Germination,42,30,65.0,0
842,Alluvial Soil,Germination,43,31,62.0,0
843,Alluvial Soil,Germination,44,32,59.0,0
844,Alluvial Soil,Germination,45,33,56.0,0
845,Alluvial Soil,Germination,46,34,53.0,0
846,Alluvial Soil,Germination,47,35,50.0,0
847,Alluvial Soil,Germination,48,36,47.0,0
848,Alluvial Soil,Germination,49,37,44.0,0
849,Alluvial Soil,Germination,50,38,41.0,0
850,Alluvial Soil,Germination,51,39,38.0,0
851,Alluvial Soil,Germination,52,40,35.0,0
852,Alluvial Soil,Germination,53,41,32.0,0
853,Alluvial Soil,Germination,54,42,29.0,0
854,Alluvial Soil,Germination,55,43,26.0,0
855,Alluvial Soil,Germination,56,44,23.0,0
856,Alluvial Soil,Germination,57,45,20.0,0
857,Alluvial Soil,Germination,58,46,17.0,0
858,Alluvial Soil,Germination,59,25,80.0,0
859,Alluvial Soil,Germination,60,26,77.0,0
860,Alluvial Soil,Germination,61,27,74.0,0
861,Alluvial Soil,Germination,62,28,71.0,0
862,Alluvial Soil,Germination,63,29,68.0,0
863,Alluvial Soil,Germination,64,30,65.0,0
864,Alluvial Soil,Germination,65,31,62.0,0
865,Alluvial Soil,Germination,66,32,59.0,0
866,Alluvial Soil,Germination,67,33,56.0,0
867,Alluvial Soil,Germination,68,34,53.0,0
868,Alluvial Soil,Germination,69,35,50.0,0
869,Alluvial Soil,Germination,70,36,47.0,0
870,Alluvial Soil,Germination,71,37,44.0,0
871,Alluvial Soil,Germination,72,38,41.0,0
872,Alluvial Soil,Germination,73,39,38.0,0
873,Alluvial Soil,Germination,74,40,35.0,0
874,Alluvial Soil,Germination,75,41,32.0,0
875,Alluvial Soil,Germination,76,42,29.0,0
876,Alluvial Soil,Germination,77,43,26.0,0
877,Alluvial Soil,Germination,78,44,23.0,0
878,Alluvial Soil,Germination,79,45,20.0,0
879,Alluvial Soil,Germination,80,46,17.0,0
880,Alluvial Soil,Germination,81,25,80.0,0
881,Alluvial Soil,Germination,82,26,77.0,0
882,Alluvial Soil,Germination,83,27,74.0,0
883,Alluvial Soil,Germination,84,28,71.0,0
884,Alluvial Soil,Germination,85,29,68.0,0
885,Alluvial Soil,Germination,86,30,65.0,0
886,Alluvial Soil,Germination,87,31,62.0,0
887,Alluvial Soil,Germination,88,32,59.0,0
888,Alluvial Soil,Germination,89,33,56.0,0
889,Alluvial Soil,Germination,90,34,53.0,0
890,Alluvial Soil,Germination,91,35,50.0,0
891,Alluvial Soil,Germination,92,36,47.0,0
892,Alluvial Soil,Germination,93,37,44.0,0
893,Alluvial Soil,Germination,94,38,41.0,0
894,Alluvial Soil,Germination,95,39,38.0,0
895,Alluvial Soil,Germination,96,40,35.0,0
896,Alluvial Soil,Germination,97,41,32.0,0
897,Alluvial Soil,Germination,98,42,29.0,0
898,Alluvial Soil,Germination,99,43,26.0,0
899,Alluvial Soil,Germination,100,44,23.0,0
900,Alluvial Soil,Seedling Stage,1,45,20.0,1
901,Alluvial Soil,Seedling Stage,2,46,17.0,1
902,Alluvial Soil,Seedling Stage,3,25,80.0,1
903,Alluvial Soil,Seedling Stage,4,26,77.0,1
904,Alluvial Soil,Seedling Stage,5,27,74.0,1
905,Alluvial Soil,Seedling Stage,6,28,71.0,1
906,Alluvial Soil,Seedling Stage,7,29,68.0,1
907,Alluvial Soil,Seedling Stage,8,30,65.0,1
908,Alluvial Soil,Seedling Stage,9,31,62.0,1
909,Alluvial Soil,Seedling Stage,10,32,59.0,1
910,Alluvial Soil,Seedling Stage,11,33,56.0,1
911,Alluvial Soil,Seedling Stage,12,34,53.0,1
912,Alluvial Soil,Seedling Stage,13,35,50.0,1
913,Alluvial Soil,Seedling Stage,14,36,47.0,1
914,Alluvial Soil,Seedling Stage,15,37,44.0,1
915,Alluvial Soil,Seedling Stage,16,38,41.0,1
916,Alluvial Soil,Seedling Stage,17,39,38.0,1
917,Alluvial Soil,Seedling Stage,18,40,35.0,1
918,Alluvial Soil,Seedling Stage,19,41,32.0,1
919,Alluvial Soil,Seedling Stage,20,42,29.0,1
920,Alluvial Soil,Seedling Stage,21,43,26.0,1
921,Alluvial Soil,Seedling Stage,22,44,23.0,1
922,Alluvial Soil,Seedling Stage,23,45,20.0,1
923,Alluvial Soil,Seedling Stage,24,46,17.0,1
924,Alluvial Soil,Seedling Stage,25,25,80.0,1
925,Alluvial Soil,Seedling Stage,26,26,77.0,1
926,Alluvial Soil,Seedling Stage,27,27,74.0,1
927,Alluvial Soil,Seedling Stage,28,28,71.0,1
928,Alluvial Soil,Seedling Stage,29,29,68.0,1
929,Alluvial Soil,Seedling Stage,30,30,65.0,1
930,Alluvial Soil,Seedling Stage,31,31,62.0,1
931,Alluvial Soil,Seedling Stage,32,32,59.0,1
932,Alluvial Soil,Seedling Stage,33,33,56.0,1
933,Alluvial Soil,Seedling Stage,34,34,53.0,1
934,Alluvial Soil,Seedling Stage,35,35,50.0,1
935,Alluvial Soil,Seedling Stage,36,36,47.0,1
936,Alluvial Soil,Seedling Stage,37,37,44.0,1
937,Alluvial Soil,Seedling Stage,38,38,41.0,1
938,Alluvial Soil,Seedling Stage,39,39,38.0,1
950,Alluvial Soil,Seedling Stage,51,29,68.0,0
951,Alluvial Soil,Seedling Stage,52,30,65.0,0
952,Alluvial Soil,Seedling Stage,53,31,62.0,0
953,Alluvial Soil,Seedling Stage,54,32,59.0,0
954,Alluvial Soil,Seedling Stage,55,33,56.0,0
955,Alluvial Soil,Seedling Stage,56,34,53.0,0
956,Alluvial Soil,Seedling Stage,57,35,50.0,0
957,Alluvial Soil,Seedling Stage,58,36,47.0,0
958,Alluvial Soil,Seedling Stage,59,37,44.0,0
959,Alluvial Soil,Seedling Stage,60,38,41.0,0
960,Alluvial Soil,Seedling Stage,61,39,38.0,0
961,Alluvial Soil,Seedling Stage,62,40,35.0,0
962,Alluvial Soil,Seedling Stage,63,41,32.0,0
963,Alluvial Soil,Seedling Stage,64,42,29.0,0
964,Alluvial Soil,Seedling Stage,65,43,26.0,0
965,Alluvial Soil,Seedling Stage,66,44,23.0,0
966,Alluvial Soil,Seedling Stage,67,45,20.0,0
967,Alluvial Soil,Seedling Stage,68,46,17.0,0
968,Alluvial Soil,Seedling Stage,69,25,80.0,0
969,Alluvial Soil,Seedling Stage,70,26,77.0,0
970,Alluvial Soil,Seedling Stage,71,27,74.0,0
971,Alluvial Soil,Seedling Stage,72,28,71.0,0
972,Alluvial Soil,Seedling Stage,73,29,68.0,0
973,Alluvial Soil,Seedling Stage,74,30,65.0,0
974,Alluvial Soil,Seedling Stage,75,31,62.0,0
975,Alluvial Soil,Seedling Stage,76,32,59.0,0
976,Alluvial Soil,Seedling Stage,77,33,56.0,0
977,Alluvial Soil,Seedling Stage,78,34,53.0,0
978,Alluvial Soil,Seedling Stage,79,35,50.0,0
979,Alluvial Soil,Seedling Stage,80,36,47.0,0
980,Alluvial Soil,Seedling Stage,81,37,44.0,0
981,Alluvial Soil,Seedling Stage,82,38,41.0,0
982,Alluvial Soil,Seedling Stage,83,39,38.0,0
983,Alluvial Soil,Seedling Stage,84,40,35.0,0
984,Alluvial Soil,Seedling Stage,85,41,32.0,0
985,Alluvial Soil,Seedling Stage,86,42,29.0,0
986,Alluvial Soil,Seedling Stage,87,43,26.0,0
987,Alluvial Soil,Seedling Stage,88,44,23.0,0
988,Alluvial Soil,Seedling Stage,89,45,20.0,0
989,Alluvial Soil,Seedling Stage,90,46,17.0,0
990,Alluvial Soil,Seedling Stage,91,25,80.0,0
991,Alluvial Soil,Seedling Stage,92,26,77.0,0
992,Alluvial Soil,Seedling Stage,93,27,74.0,0
993,Alluvial Soil,Seedling Stage,94,28,71.0,0
994,Alluvial Soil,Seedling Stage,95,29,68.0,0
995,Alluvial Soil,Seedling Stage,96,30,65.0,0
996,Alluvial Soil,Seedling Stage,97,31,62.0,0
997,Alluvial Soil,Seedling Stage,98,32,59.0,0
998,Alluvial Soil,Seedling Stage,99,33,56.0,0
999,Alluvial Soil,Seedling Stage,100,34,53.0,0
1000,Alluvial Soil,Vegetative Growth / Root or Tuber Development,1,35,50.0,1
1001,Alluvial Soil,Vegetative Growth / Root or Tuber Development,2,36,47.0,1
1002,Alluvial Soil,Vegetative Growth / Root or Tuber Development,3,37,44.0,1
1003,Alluvial Soil,Vegetative Growth / Root or Tuber Development,4,38,41.0,1
1004,Alluvial Soil,Vegetative Growth / Root or Tuber Development,5,39,38.0,1
1005,Alluvial Soil,Vegetative Growth / Root or Tuber Development,6,40,35.0,1
1006,Alluvial Soil,Vegetative Growth / Root or Tuber Development,7,41,32.0,1
1007,Alluvial Soil,Vegetative Growth / Root or Tuber Development,8,42,29.0,1
1008,Alluvial Soil,Vegetative Growth / Root or Tuber Development,9,43,26.0,1
1009,Alluvial Soil,Vegetative Growth / Root or Tuber Development,10,44,23.0,1
1010,Alluvial Soil,Vegetative Growth / Root or Tuber Development,11,45,20.0,1
1011,Alluvial Soil,Vegetative Growth / Root or Tuber Development,12,46,17.0,1
1012,Alluvial Soil,Vegetative Growth / Root or Tuber Development,13,25,80.0,1
1013,Alluvial Soil,Vegetative Growth / Root or Tuber Development,14,26,77.0,1
1014,Alluvial Soil,Vegetative Growth / Root or Tuber Development,15,27,74.0,1
1015,Alluvial Soil,Vegetative Growth / Root or Tuber Development,16,28,71.0,1
1016,Alluvial Soil,Vegetative Growth / Root or Tuber Development,17,29,68.0,1
1017,Alluvial Soil,Vegetative Growth / Root or Tuber Development,18,30,65.0,1
1018,Alluvial Soil,Vegetative Growth / Root or Tuber Development,19,31,62.0,1
1019,Alluvial Soil,Vegetative Growth / Root or Tuber Development,20,32,59.0,1
1020,Alluvial Soil,Vegetative Growth / Root or Tuber Development,21,33,56.0,1
1021,Alluvial Soil,Vegetative Growth / Root or Tuber Development,22,34,53.0,1
1022,Alluvial Soil,Vegetative Growth / Root or Tuber Development,23,35,50.0,1
1023,Alluvial Soil,Vegetative Growth / Root or Tuber Development,24,36,47.0,1
1024,Alluvial Soil,Vegetative Growth / Root or Tuber Development,25,37,44.0,1
1025,Alluvial Soil,Vegetative Growth / Root or Tuber Development,26,38,41.0,1
1026,Alluvial Soil,Vegetative Growth / Root or Tuber Development,27,39,38.0,1
1027,Alluvial Soil,Vegetative Growth / Root or Tuber Development,28,40,35.0,1
1028,Alluvial Soil,Vegetative Growth / Root or Tuber Development,29,41,32.0,1
1029,Alluvial Soil,Vegetative Growth / Root or Tuber Development,30,42,29.0,1
1030,Alluvial Soil,Vegetative Growth / Root or Tuber Development,31,43,26.0,1
1031,Alluvial Soil,Vegetative Growth / Root or Tuber Development,32,44,23.0,1
1032,Alluvial Soil,Vegetative Growth / Root or Tuber Development,33,45,20.0,1
1033,Alluvial Soil,Vegetative Growth / Root or Tuber Development,34,46,17.0,1
1034,Alluvial Soil,Vegetative Growth / Root or Tuber Development,35,25,80.0,1
1035,Alluvial Soil,Vegetative Growth / Root or Tuber Development,36,26,77.0,1
1036,Alluvial Soil,Vegetative Growth / Root or Tuber Development,37,27,74.0,1
1037,Alluvial Soil,Vegetative Growth / Root or Tuber Development,38,28,71.0,1
1038,Alluvial Soil,Vegetative Growth / Root or Tuber Development,39,29,68.0,1
1039,Alluvial Soil,Vegetative Growth / Root or Tuber Development,40,30,65.0,1
1040,Alluvial Soil,Vegetative Growth / Root or Tuber Development,41,31,62.0,1
1041,Alluvial Soil,Vegetative Growth / Root or Tuber Development,42,32,59.0,1
1042,Alluvial Soil,Vegetative Growth / Root or Tuber Development,43,33,56.0,1
1043,Alluvial Soil,Vegetative Growth / Root or Tuber Development,44,34,53.0,1
1044,Alluvial Soil,Vegetative Growth / Root or Tuber Development,45,35,50.0,1
1045,Alluvial Soil,Vegetative Growth / Root or Tuber Development,46,36,47.0,1
1046,Alluvial Soil,Vegetative Growth / Root or Tuber Development,47,37,44.0,1
1047,Alluvial Soil,Vegetative Growth / Root or Tuber Development,48,38,41.0,1
